Iteration loop,Iteration,Local search,Fitness
424,14749,42,208
270,9030,33,228
286,9608,26,232
276,9525,27,228
536,18576,47,200
327,10846,37,212
279,9619,34,212
245,8162,20,216
285,9648,30,196
186,6187,12,228
