Iteration loop,Iteration,Local search,Fitness
371,12329,40,5402508
506,16746,56,5401744
363,11851,28,5393489
537,18147,59,5389999
600,19191,69,5402376
352,11251,45,5406280
724,24380,62,5389916
661,22879,60,5397836
391,12481,30,5393080
473,15336,47,5389388
