Iteration loop,Iteration,Local search,Fitness
299,9918,27,6994
330,10227,35,7026
475,15507,47,6902
568,18888,56,6628
433,14398,51,7062
281,9041,38,7174
231,7264,30,6956
364,11875,35,6906
266,8288,28,7226
353,11460,37,7178
