Iteration loop,Iteration,Local search,Fitness
419,14945,49,49888
386,13417,35,49558
322,11490,31,50312
608,21371,61,49414
349,12391,26,50248
319,11336,29,50256
374,13041,29,49654
280,9827,20,50254
535,18823,56,49464
144,5083,12,50588
