Iteration loop,Iteration,Local search,Fitness
530,37426,278,168
456,31825,201,192
383,26218,187,184
399,27704,203,192
252,17148,124,192
232,15777,95,200
273,18841,144,200
270,18355,151,196
340,22875,175,168
307,20778,158,188
