Iteration loop,Iteration,Local search,Fitness
387,27728,201,3003790
259,18509,128,3025081
715,51701,345,3008608
354,25465,180,3012987
337,24274,152,2997482
529,38142,268,3009257
256,18312,132,3008710
671,48327,337,2999919
688,49625,365,3003974
719,51464,366,2996958
