Iteration loop,Iteration,Local search,Fitness
384,24658,182,6608
399,26044,180,6490
466,31689,209,6682
462,30440,227,6548
539,36701,279,6484
336,21883,155,6554
617,42221,294,6458
364,24742,172,6602
387,25316,197,6612
453,30108,225,6608
