Iteration loop,Iteration,Local search,Fitness
707,50811,353,49086
370,26081,195,49050
539,38306,262,49008
331,23384,161,49000
932,66771,454,49034
391,27910,209,49108
469,33605,239,49312
243,17219,127,49234
567,40727,266,49166
578,41339,279,49006
