Iteration loop,Iteration,Local search,Fitness
680,48766,107,3031127
359,25620,55,3039559
429,30878,64,3030652
445,31865,66,3040803
526,37855,85,3046383
468,33609,64,3043448
579,41679,75,3038713
376,26997,45,3048673
320,22729,51,3032449
498,35634,85,3032952
