Iteration loop,Iteration,Local search,Fitness
299,50164,49,192
259,43686,45,196
289,48572,54,184
311,53509,51,196
332,57390,60,200
453,78556,80,188
203,34575,32,228
255,42994,41,200
330,55944,51,192
278,46711,38,196
