Iteration loop,Iteration,Local search,Fitness
481,84577,63,49300
816,144927,113,49116
410,71763,72,49300
581,101323,83,49356
386,67598,56,49420
745,132875,132,49288
532,95086,90,49364
359,63852,41,49638
378,66182,57,49826
436,76549,60,49324
