Iteration loop,Iteration,Local search,Fitness
336,54379,53,5387420
255,41833,37,5388236
341,56745,46,5400926
486,81844,77,5387809
336,54534,62,5395811
313,50897,51,5389249
478,79635,81,5398374
287,46887,42,5396946
284,46239,43,5387594
327,53071,48,5389160
