Iteration loop,Iteration,Local search,Fitness
439,78815,78,3036627
684,122714,105,3024792
524,93735,91,3027867
774,139074,121,3021773
683,122422,96,3025405
341,61176,52,3026427
293,52001,54,3026875
488,87372,72,3027663
522,93637,77,3034781
390,69070,61,3027366
