Iteration loop,Iteration,Local search,Fitness
389,25380,48,3821555
488,32178,74,3830487
323,21250,38,3822063
392,25641,61,3823914
240,16023,34,3821792
265,17618,45,3822090
424,29600,55,3831956
407,26524,74,3838163
473,31516,76,3823105
358,23390,46,3823792
