Iteration loop,Iteration,Local search,Fitness
292,20140,38,567541
412,28326,58,563694
449,32199,72,568893
547,38797,69,565258
563,40264,81,567215
392,27389,54,562470
323,22897,38,572544
476,33333,69,556712
479,33859,68,565720
457,31736,72,565243
