Iteration loop,Iteration,Local search,Fitness
229,16197,33,62941
497,35713,77,62867
647,46505,97,62910
392,27986,61,62925
451,32226,71,62936
586,42152,103,62897
861,61714,127,62870
389,27660,61,62953
543,38717,90,62889
559,39836,85,62905
