Iteration loop,Iteration,Local search,Fitness
382,26048,53,13445
335,23439,47,13455
305,20431,38,13406
382,26527,64,13421
405,28351,53,13410
471,31667,64,13412
581,39576,96,13410
479,32203,67,13425
419,28618,55,13402
471,32961,84,13438
