Iteration loop,Iteration,Local search,Fitness
487,33518,67,10119653
467,30310,61,10120717
357,23300,52,10120877
446,29021,63,10118598
562,39114,88,10120254
480,31770,69,10120763
296,19671,45,10119380
630,44172,101,10120081
314,20642,38,10119571
276,18274,39,10121607
