Name,Best,Iteration,Worst,std_results,Mean,E best,E worst,E mean,std_e
ESC32B,200,22717,232,9.697651491183029,208.4,0.19047619047619047,0.38095238095238093,0.2404761904761905,0.05772411601894661
ESC32B,168,37426,200,11.623730516108463,188.0,0.0,0.19047619047619047,0.11904761904761904,0.06918887211969323
ESC32B,184,48572,228,11.933147112141038,197.2,0.09523809523809523,0.35714285714285715,0.17380952380952375,0.07103063757226809
ESC32B,196,9648,232,12.649110640673518,216.0,0.16666666666666666,0.38095238095238093,0.2857142857142857,0.07529232524210427
