Iteration loop,Iteration,Local search,Fitness
373,25770,41,16278
400,27663,61,16312
330,23078,44,16352
464,32309,69,16146
687,48811,98,16314
256,18103,36,16630
481,34345,57,16446
216,15146,28,16552
420,29845,64,16406
371,25807,54,16402
