Iteration loop,Iteration,Local search,Fitness
282,19156,49,442
219,15063,37,442
409,29096,53,448
253,17714,45,448
220,15085,30,438
197,13605,31,444
259,17683,32,442
216,14865,34,444
325,22571,46,440
275,19092,35,438
