Iteration loop,Iteration,Local search,Fitness
751,52331,117,10184
394,26711,67,10488
621,43082,85,10424
441,29883,55,10390
637,44840,105,10238
532,37515,78,10254
288,20041,43,10514
406,28103,49,10534
609,41602,81,9976
517,35571,78,10108
