Iteration loop,Iteration,Local search,Fitness
308,22079,43,116
237,16961,31,116
229,16425,26,116
188,13450,30,116
198,14138,25,116
305,21855,43,116
228,16289,27,118
194,13873,37,116
228,16280,35,116
287,20556,37,116
