Iteration loop,Iteration,Local search,Fitness
163,11397,26,2
176,12236,23,2
153,10749,18,2
154,10818,32,2
159,11083,26,2
156,10936,21,2
159,11125,27,2
163,11383,22,2
165,11512,28,2
154,10774,18,2
