Iteration loop,Iteration,Local search,Fitness
300,21381,57,35356
397,28428,43,35722
423,30307,76,35126
568,40581,84,35426
463,33085,68,35232
707,50404,100,35374
572,40827,98,35344
489,35095,81,35392
389,27965,55,35938
642,46014,97,35094
