Iteration loop,Iteration,Local search,Fitness
465,32783,70,176844
294,19728,33,176935
445,30447,75,173813
296,19906,46,176973
405,28355,53,178182
661,47238,103,178432
257,17479,42,176876
483,34069,70,176810
386,26917,66,177021
288,19369,57,177439
