Iteration loop,Iteration,Local search,Fitness
408,28532,False,3828072
391,25572,False,3825799
429,28441,False,3824830
313,20670,False,3824817
616,39544,False,3817948
300,19805,True,3826970
435,29052,True,3821073
365,23843,False,3828564
341,22375,False,3828400
571,38225,False,3825926
