Iteration loop,Iteration,Local search,Fitness
156,10905,20,6
172,11992,35,6
290,20632,46,6
154,10817,32,6
163,11363,24,6
164,11456,27,6
158,11078,23,6
184,12779,26,6
170,11841,20,6
171,11870,26,6
