Iteration loop,Iteration,Local search,Fitness
275,19093,35,32031
789,56443,120,32018
323,22830,38,32027
237,16514,34,32067
663,46548,96,31989
489,34133,71,31976
541,38442,72,32039
698,49496,110,32034
586,41320,109,31997
629,44687,103,31984
