Iteration loop,Iteration,Local search,Fitness
392,25493,False,5427461
433,29045,False,5427419
412,26804,False,5441709
348,22832,False,5437876
496,32483,False,5429525
615,43309,False,5429200
292,19402,False,5427607
293,19385,True,5440947
527,36557,False,5427553
506,34673,False,5432624
