Iteration loop,Iteration,Local search,Fitness
306,20829,36,95020
522,35241,90,93680
395,27293,45,93390
454,31035,68,95180
569,40180,76,94260
349,24135,57,96940
478,31672,68,91760
792,55965,110,95270
635,45495,105,97020
331,22078,46,93010
