Iteration loop,Iteration,Local search,Fitness
298,21207,46,1441181
319,22766,47,1447880
437,30791,65,1443399
356,25426,54,1446171
402,28480,74,1431676
544,38985,88,1443551
332,23727,41,1435874
337,23853,47,1445514
372,26290,66,1435001
410,29218,68,1442369
