Iteration loop,Iteration,Local search,Fitness
465,32731,64,251482
721,50641,118,245320
413,28885,61,250194
226,15764,28,253264
714,50514,111,248074
442,31248,61,250122
479,32847,85,246638
548,38084,87,247634
532,37028,74,247314
614,43516,89,246944
