Iteration loop,Iteration,Local search,Fitness
362,23699,50,3782718
347,22756,35,3782082
349,22866,45,3805494
291,19288,37,3794973
290,19247,48,3792040
343,22524,50,3782660
335,22068,48,3782803
371,24676,70,3782245
409,28078,59,3783858
345,23281,49,3782869
