Iteration loop,Iteration,Local search,Fitness
297,20121,False,5436470
273,18109,True,5438910
504,34363,False,5436091
337,22720,False,5438445
372,24296,False,5431667
352,23092,False,5431819
561,37160,False,5426670
377,24629,False,5439927
448,29130,False,5434116
347,22729,False,5437767
